PSNR_YYUV
C:\Users\Bach\Desktop\Video_phat.mp4
C:\Users\Bach\Desktop\Video_thu.mp4
AVG: 22.27177429
23.04998016
21.38183784
21.11391449
22.24110603
22.90985870
23.33991051
23.05654144
22.91846085
23.27082443
23.00712395
22.77434921
22.48744202
22.51470566
22.76024055
22.62361526
21.88643456
21.35751534
21.68265533
21.55755615
22.23184967
22.55765915
23.55400085
23.95684814
23.72684479
23.91000938
23.69442368
23.50760651
23.12979889
22.90299606
22.56179619
22.26299477
22.09152412
22.02567863
21.82141876
21.60220146
21.49088669
21.55498886
21.49238205
21.43557549
21.47537422
21.63405991
22.30674934
21.62682343
21.62775230
21.60923767
22.06994820
21.00242805
20.76338768
20.52621460
21.26893997
20.55276108
20.54662323
20.63535309
20.75750160
21.55807877
21.07281494
21.24780655
21.37466049
22.01883507
21.78757858
21.98960876
22.22320747
22.11774635
22.20586777
22.30536270
22.37381363
22.21253586
22.24696159
22.50978851
22.62117577
22.75767517
22.72920609
23.21502876
22.92512512
22.83371735
22.77139473
22.76851463
22.75174904
22.62041092
22.63681221
22.24012184
22.53163147
22.57315826
21.82288933
21.71612930
21.71109772
21.87420082
21.75311279
21.91731644
21.90991211
21.97848511
22.64752579
21.90018463
22.58241653
21.83513641
22.43356323
21.65243530
22.50405121
21.72157288
22.34422684
21.77269936
22.29407883
22.29159164
21.92480087
21.90631485
21.79248047
21.78631592
21.69004631
21.70022011
21.77582550
22.61890793
22.21271896
22.48313522
23.01988983
22.80151176
23.35246658
22.81751633
22.69461060
22.14513588
21.87676620
21.59430313
21.50713921
22.19808960
21.74136353
22.45957184
22.08497047
22.89748955
22.74735260
23.04567719
23.11508942
22.95682526
22.78972816
22.64107895
22.49452400
22.57825661
22.15259552
22.27844620
22.06907082
22.59542656
22.72661400
22.79955101
22.26394844
22.41507721
23.02562714
22.44735336
22.52331543
22.59232712
22.65841675
22.81860733
22.78100014
22.69746399
23.08060455
23.24335289
22.77144432
22.81358910
22.82301140
22.84066200
22.91201019
22.96872711
23.06354904
23.15081406
23.86282921
23.59221268
23.56186676
23.88674736
23.36626053
23.32275391
23.19231033
23.08131218
23.08793831
23.16213608
22.98686028
23.16433144
22.42048264
22.16298866
21.95980453
21.82192230
21.82562256
22.12074280
21.84614944
21.88066673
22.02542305
22.14169693
22.50937271
22.10700226
